,Unnamed: 0,Review Date,Source,Location,Address,City,State,ZIP,Star Rating,Author,URL,Feedback,Original Feedback Language (if not English),Engagement Response,Processed_Feedback,Negative_Score,Neutral_Score,Positive_Score,Compound_Score,Feedback_Categories
512,512,07/27/21,Google,97059 ALLENTOWN,1510 N Cedar Crest Blvd   -,Allentown,PA,18104,5,Harry Acevedo,https://maps.google.com/maps?cid=11816635631501764107,I recommend the chicken with exquisite shrimp,Recomiendo el pollo con camarones exquisito,--,chicken exquisite shrimp,0.0,1.0,0.0,0.0,Neutral
513,513,07/27/21,Google,80070 WARREN,8025 12 Mile Rd   -,Warren,MI,48093,5,Karen Duvall,https://maps.google.com/maps?cid=1643557499045825357,Frances was amazing! Great service!,--,--,service,0.0,1.0,0.0,0.0,Neutral
517,517,07/27/21,Google,94020 SELINSGROVE,901 N. Susquehanna Trail   -,Selinsgrove,PA,17870,5,jose isaias cabrera,https://maps.google.com/maps?cid=10295668491981561828,Great food.,--,--,food,0.0,1.0,0.0,0.0,Neutral
518,518,07/27/21,Google,78001 SOUTHFIELD,29177 Southfield Rd   -,Southfield,MI,48076,5,Sherise Hedgespeth,https://maps.google.com/maps?cid=15136001477172307352,Chanhassen was an amazing server!,--,--,server,0.0,1.0,0.0,0.0,Neutral
521,521,07/27/21,Google,84050 THORNTON,297 East 120th Avenue   -,Thornton,CO,80233,5,Colleen Hedke,https://maps.google.com/maps?cid=14211106872441910216,Very good! Ordered just before closing and still had great service and fast!,--,--,service,0.0,1.0,0.0,0.0,Neutral
529,529,07/27/21,Google,84008 G-IONIA,3039 Commerce Lane   -,Ionia,MI,48846,5,Donnie Walters,https://maps.google.com/maps?cid=1003394294407528538,"Took my daughter here for lunch. Food was great, service was amazing",--,--,service,0.0,1.0,0.0,0.0,Neutral
533,533,07/27/21,Google,94098 POTTSTOWN,833 N. State Street   -,Pottstown,PA,19464,2,Nathan Yost,https://maps.google.com/maps?cid=11402991836516459201,"You have to ask for a menu (eyeroll), or you can download their 30 page pdf. I'd rather see everything on the menu at a glance (1-2 pages) than scroll through 30 pages. Appetizers came out with entrees. Milk came after we finished dessert. When I went to leave and pay their system was down so I then couldn't use my gift card or debit card. I just feel like this place is going down hill each time I come here. The waitress we had was very nice and very attentive.",--,--,page page milk card,0.0,1.0,0.0,0.0,Neutral
541,541,07/27/21,Google,80064 UTICA,45211 Park Avenue   -,Utica,MI,48315,4,Marie Walsh,https://maps.google.com/maps?cid=17742641788698205636,"I can only rate based on carry out/ curbside pickup. The Oriental chicken salad is still as delicious as it was 12-15 years ago. I always ordered the salad and chips and salsa. I found out they I longer have chips and salsa but the girl taking my order checked and was told they could set up some chips and salsa. The chips must have been taken from the throw away batch because they were all visibly brown and overcooked. When the girl brought out my order she apologized for the salsa. She said that was all they could wrangle up or give her, something to that effect. I received a tiny plastic cup they use for minimal amounts of say possibly tarter sauce. Come-on. They charged $7. It was aloteasierthan making one of their snazzy sauces. Anyway, that's all I have to go on. For the chips and salsa I deduct 1 star.",--,--,chip girl order effect amount tarter sauce sauce chip,0.0,1.0,0.0,0.0,Neutral
546,546,07/27/21,Google,84074 S-LOVELAND,213 East 29th Street   -,Loveland,CO,80538,5,Nick Riley,https://maps.google.com/maps?cid=4807728614976424708,"Fast, easy and good food! Our office is located right next to them and is our go to place for a quick work lunch or meeting.",--,--,office place work lunch meeting,0.0,1.0,0.0,0.0,Neutral
547,547,07/27/21,Google,80081 HOWELL,3949 E. Grand River Ave.   -,Howell,MI,48843,5,KESHA J,https://maps.google.com/maps?cid=13201008865726377567,Very nice hosts and management at this location. Definitely a small town feel with lots of laughter and good food.,--,--,host management location town lot laughter food,0.0,0.652,0.348,0.4939,Positive
551,551,07/27/21,Google,80076 AUBURN HILLS,2105 N. Squirrel Road   -,Auburn Hills,MI,48326,1,Shay Newell,https://maps.google.com/maps?cid=16862173327648604875,"Our family and another group who entered right after us were told there would be an hour wait as they are short staffed. Due to being short staffed, they also stopped accepting any further groups after us. A couple minutes later, a group came in and were told they were not taking any more customers for the night. A guy from the group asked a waiter to “hook them up.” The waiter then took them out the front door and to the back door and sat them at a table. When we spoke with the manager who did not have a name tag on, he first refused to provide his name. He then only provided his first name, Zach and told us we don’t need his last name. We then asked for the general manager’s name and the waiter’s name and Zach replied “you’ll figure it out.” When asked why he allowed people to skip the wait list, he said they were just “Mike’s (the waiter) friends” and were not being served and  were just sitting at a table waiting for a ride (which was a lie as we saw them park and enter the restaurant). Zach refused to accept responsibility for the situation and told us we were “‘making this bigger than it is.”  It should be noted, everyone waiting was
African American and the “friends” who were allowed to skip the line, were all Caucasian. This was pointed out to Zach as well and he just shrugged his shoulders.  This is the worst experience I have EVER had at a restaurant.
I seriously can’t believe the lack of professionalism and the level of discrimination   that was exercised. We obviously left prior to being seated and will never return.

Edit: The regional manager contacted me and listened to my concerns. He assured me that is not customary service or treatment for Applebee’s customers and he will discuss the issue with the local restaurant. I appreciate his follow up.",--,"Hello Shay,I am so sorry to read about your experience at the Auburn Hills location.  Please send me your contact information to efox@teamschostak.com.  I would like to reach out for more details, personally apologize and address the situation.  Thank you.",family group hour group couple minute group customer night door door table manager name name name people waiter friend table ride restaurant zach responsibility situation friend skip shoulder experience restaurant lack professionalism level discrimination manager concern service treatment applebee customer issue restaurant follow,0.047,0.821,0.131,0.6249,Positive
552,552,07/27/21,Google,80076 AUBURN HILLS,2105 N. Squirrel Road   -,Auburn Hills,MI,48326,1,Shay Newell,https://maps.google.com/maps?cid=16862173327648604875,"Our family and another group who entered right after us were told there would be an hour wait as they are short staffed. Due to being short staffed, they also stopped accepting any further groups after us. A couple minutes later, a group came in and were told they were not taking any more customers for the night. A guy from the group asked a waiter to “hook them up.” The waiter then took them out the front door and to the back door and sat them at a table. When we spoke with the manager who did not have a name tag on, he first refused to provide his name. He then only provided his first name, Zach and told us we don’t need his last name. We then asked for the general manager’s name and the waiter’s name and Zach replied “you’ll figure it out.” When asked why he allowed people to skip the wait list, he said they were just “Mike’s (the waiter) friends” and were not being served and  were just sitting at a table waiting for a ride (which was a lie as we saw them park and enter the restaurant). Zach refused to accept responsibility for the situation and told us we were “‘making this bigger than it is.”  It should be noted, everyone waiting was
African American and the “friends” who were allowed to skip the line, were all Caucasian. This was pointed out to Zach as well and he just shrugged his shoulders.  This is the worst experience I have EVER had at a restaurant.
I seriously can’t believe the lack of professionalism and the level of discrimination   that was exercised. We obviously left prior to being seated and will never return.

Edit: The regional manager contacted me and listened to my concerns. He assured me that is not customary service or treatment for Applebee’s customers and he will discuss the issue with the local restaurant. I appreciate his follow up.",--,"Hello Shay,

I am so sorry to read about your experience at the Auburn Hills location.  Please send me your contact information to efox@teamschostak.com.  I would like to reach out for more details, personally apologize and address the situation.  Thank you.",family group hour group couple minute group customer night door door table manager name name name people waiter friend table ride restaurant zach responsibility situation friend skip shoulder experience restaurant lack professionalism level discrimination manager concern service treatment applebee customer issue restaurant follow,0.047,0.821,0.131,0.6249,Positive
563,563,07/27/21,Google,95081 FENTON,18115 Silver Parkway   -,Fenton,MI,48430,5,Dawn Cullen,https://maps.google.com/maps?cid=8385329787576451621,"I was at this location little over a week ago , was meeting someone for the first time. I told the bartender Stephanie what was going on. She was so nice. When the man finally showed up, we could tell there was something about him. This bartender and the waitstaff took great care in checking on me several times. I felt very safe there and truly appreciate their attentiveness. Thank you so much!! Keep an eye out for us women meeting men for the first time.",--,--,week time bartender man care time attentiveness eye woman man time,0.0,0.758,0.242,0.4939,Positive
566,566,07/27/21,Google,75031 NAZARETH,3730 Nazareth Pike   -,Bethlehem,PA,18020,5,Cyn,https://maps.google.com/maps?cid=10702189605897345178,It was my Birthday but they didn't know.. The service was the fastest it's ever been that day went with my daughter..,--,--,day daughter,0.0,1.0,0.0,0.0,Neutral
574,574,07/27/21,Google,76022 ASTON,4301 Pennell Road   -,Aston,PA,19014,1,Susan,https://maps.google.com/maps?cid=14967974171719659731,"Awful! The bartender doesn't know how to make a drink or the the bartender's mix, either one that they use!! It's too sugary. I was not satisfied w/ the new coconut-strawberry margarita for a limited time. I ordered a 8-ounce steak & it wasn't med well. It was bloody! I had to send it back!! Either the server grabbed another's server's steak or the cook doesn't know how to cook! I won't be going back to Applebee's again.",--,"I am so sorry to hear about your experience. Please feel free to contact me at dina.morgan@therosegroup.com to discuss this further. Thanks for your feedback, it helps to make us better!",bartender coconut ounce server server cook,0.0,1.0,0.0,0.0,Neutral
580,580,07/27/21,Google,92030 PENN CENTER,3440 William Penn Highway   -,Pittsburgh,PA,15235,2,Daniel Loughner,https://maps.google.com/maps?cid=17805550829216939137,Worst experience i had in a while. The wait time was insane.,--,--,experience time,0.0,1.0,0.0,0.0,Neutral
612,612,07/27/21,Google,83083 MUSKEGON,1825 East Sherman Blvd   -,Muskegon,MI,49444,4,Jon Schutter,https://maps.google.com/maps?cid=13446550186741965175,Covid has made every restaurant pretty short staffed,--,--,restaurant,0.0,1.0,0.0,0.0,Neutral
619,619,07/27/21,Google,80080 WOODHAVEN,23200 Allen Road   -,Woodhaven,MI,48183,5,George Ellison,https://maps.google.com/maps?cid=1937324366667710686,The food was good. An it didn't check at that much.like this place.,--,--,food place,0.0,1.0,0.0,0.0,Neutral
620,620,07/27/21,Google,83087 CASCADE,4955 28th Street   -,Grand Rapids,MI,49546,5,Alexandria Legaspi,https://maps.google.com/maps?cid=309140289806943927,"Friendly staff,very clean, good service",--,--,staff service,0.0,1.0,0.0,0.0,Neutral
621,621,07/27/21,Google,83079 BATTLE CREEK,5775 Beckley Road   -,Battle Creek,MI,49015,5,Alaijha Ransey,https://maps.google.com/maps?cid=1598738692624718297,love working here .,--,--,love,0.0,0.0,1.0,0.6369,Positive
623,623,07/27/21,Google,83079 BATTLE CREEK,5775 Beckley Road   -,Battle Creek,MI,49015,5,Avonna Phillips,https://maps.google.com/maps?cid=1598738692624718297,love coming here !!,--,--,love,0.0,0.0,1.0,0.6369,Positive
650,650,07/27/21,Google,80059 SOUTHGATE,13855 Eureka Road   -,Southgate,MI,48195,4,Sandra Barley,https://maps.google.com/maps?cid=6540135001520003451,Short staffed but they did real good on service. The food was served hot and enjoyed every bite.,--,--,service food bite,0.0,1.0,0.0,0.0,Neutral
657,657,07/27/21,Google,97059 ALLENTOWN,1510 N Cedar Crest Blvd   -,Allentown,PA,18104,2,Mary O'Brien,https://maps.google.com/maps?cid=11816635631501764107,Was very disappointed. Usually an enjoyable experience.  Today my food was disappearing. Half my steak was cooked just right other half so fatty. Mashed potatoes were so lumpy.,--,--,experience today food half half fatty potato,0.0,1.0,0.0,0.0,Neutral
679,679,07/27/21,Google,77097 LIVONIA,13301 Middlebelt Rd   -,Livonia,MI,48150,5,Justin Lambert,https://maps.google.com/maps?cid=17197123649743016557,Excellent waiter.,--,--,waiter,0.0,1.0,0.0,0.0,Neutral
683,683,07/27/21,Google,75071 READING,3050 N. 5th Street Highway   -,Reading,PA,19605,4,Margarita De Jesus,https://maps.google.com/maps?cid=40063507221882632,The service was good and I ordered barbecue ribs was good but I didn’t eat because they add to much sauce is like you eating sugar. Prices very nice.,--,--,service sauce sugar price,0.0,1.0,0.0,0.0,Neutral
687,687,07/27/21,Google,94099 STATE STREET,5940 State Street   -,Saginaw,MI,48603,5,Rudolph H Skillman Jr,https://maps.google.com/maps?cid=12772028462693044947,I absolutely love their Bourbon Street Chicken!,--,--,,0.0,0.0,0.0,0.0,Neutral
692,692,07/27/21,Google,84094 DURANGO,800 S Camino Del Rio   -,Durango,CO,81301,4,Alan Heintzelman,https://maps.google.com/maps?cid=8449380591603443507,"Well done for a chain restaurant... good food, good service and what you expect from an Applebee's ...3.5 stars is more accurate.",--,--,chain restaurant service,0.0,1.0,0.0,0.0,Neutral
695,695,07/27/21,Google,97059 ALLENTOWN,1510 N Cedar Crest Blvd   -,Allentown,PA,18104,5,Francia Depeña,https://maps.google.com/maps?cid=11816635631501764107,"(Translated by Google) Very good

(Original)
Super bien",--,--,sup,0.0,1.0,0.0,0.0,Neutral
701,701,07/27/21,Google,94001 WILKES-BARRE,253 Wilkes-Barre Township Blvd   -,Wilkes-Barre,PA,18701,5,Jim Revue,https://maps.google.com/maps?cid=17042786221827575166,Food was delicious and the service was wonderful. When I asked the waitress for a refill she spit in my mouth! 10/10 would return!,--,--,service,0.0,1.0,0.0,0.0,Neutral
703,703,07/27/21,Google,88045 PEACH ST,7790 Peach Street   -,Erie,PA,16509,5,Dara Bornstein,https://maps.google.com/maps?cid=748436066427401695,Yummy in my tummy!,--,--,,0.0,0.0,0.0,0.0,Neutral
714,714,07/27/21,Google,"92046 HERMITAGE, PA",201 S. Hermitage Road   -,Hermitage,PA,16148,5,Scott McNutt,https://maps.google.com/maps?cid=5412335991489895363,We always ask for Scott the waiter there he's the best. Makes shure everyting is good for you,--,--,shure,0.0,1.0,0.0,0.0,Neutral
735,735,07/27/21,Google,83080 KALAMAZOO,5330 West Main Street   -,Kalamazoo,MI,49009,4,Twisted,https://maps.google.com/maps?cid=6408725489516438309,Fair,--,--,,0.0,0.0,0.0,0.0,Neutral
